date,distance,duration,hr_avg,cadence_avg,max_hr,distance_run,duration_run,distance_spe,duration_spe,speed,speed_spe,allure,allure_spe,score,effort,shr,cum_7_distance,cum_7_duration,cum_7_score,cum_7_effort,cum_7_shr,mean_7_hr,mean_7_cadence
2023-12-28,8.459599609375,0.8095435926649306,157.0,166.921875,170.0,8.4302802734375,0.8066666666666666,8.45948046875,0.8095435926649306,10.45076066955062,10.449691091868567,5.741208883944329,5.741796525132599,31.441612564177934,131.9167079811547,0.6169822526621073,31.2735,2.9611082628038194,33.01028899155098,650.1749273620338,2.257671119006835,155.0,163.62890625
2024-01-03,8.471419921875,0.7713419596354166,158.0,166.03125,177.0,8.4713203125,0.7691127522786458,8.4713203125,0.7713419596354166,11.014406258902962,10.982574209374095,5.447411198538451,5.463200052751517,34.53565308900887,136.52123589249615,0.5916117942834749,16.93101953125,1.5808855523003473,32.9886328265934,268.43794387365085,1.2085940469455823,157.5,166.4765625
2024-01-05,6.73456982421875,0.5390974934895834,181.0,166.734375,199.0,6.596419921875,0.507114732530382,5.0,0.33903001573350694,13.007746568435179,14.747956723484414,4.6126359922784035,4.0683601888020835,36.49830003222628,152.53182143645395,0.4736730403961873,15.20598974609375,1.310439453125,35.51697656061758,289.0530573289501,1.0652848346796622,169.5,166.3828125
2024-01-07,15.2366103515625,1.4516666666666667,159.0,169.40625,175.0,15.2010703125,1.445259738498264,15.2360703125,1.4516666666666667,10.517881255237265,10.495570823765787,5.704570962913625,5.716697167545971,31.011340771753204,548.2999371038421,1.1204611650485437,30.44260009765625,2.7621061197916665,34.01509796432945,837.3529944327922,2.185745999728206,166.0,167.390625
2024-01-09,6.06256005859375,0.5831075032552083,148.0,166.3125,157.0,6.0624599609375,0.5831039089626736,6.0624599609375,0.5831075032552083,10.396877585201675,10.396813498529355,5.770963398222615,5.770998970837275,35.0367672290732,48.62837390789465,0.41893160428044096,36.50516015625,3.345213623046875,34.27051528051539,885.9813683406869,2.604677604008647,161.5,167.12109375
2024-01-11,3.676530029296875,0.3694416639539931,153.0,145.359375,187.0,3.345610107421875,0.29220360649956595,1.3295799560546875,0.06666666666666667,11.449585265221032,19.943699340820313,5.240364485712375,3.008468939219985,39.01675656097466,18.19214718243427,0.2743911387619463,31.710270263671877,2.9433133273654515,35.39079114850684,767.652279630625,2.2874569484871183,160.25,161.953125
2024-01-13,13.5708701171875,1.3071983506944445,153.0,166.765625,166.0,13.562419921875,1.304888644748264,13.5706904296875,1.3071983506944445,10.39354582205858,10.381508225188718,5.772813342743911,5.779507052204768,32.820535218792415,333.90727497857966,0.9708803284283981,38.546570556640624,3.7114141845703124,34.471349945148376,949.0277331727507,2.784664236519329,153.25,161.9609375
2024-01-15,7.1614599609375,0.6493858506944444,163.0,176.875,181.0,7.16139013671875,0.6482686360677083,7.16139013671875,0.6493858506944444,11.04694834560958,11.02794298499183,5.431364221400199,5.440724537808667,32.66294401624344,107.05109184107044,0.5138344352582255,30.471420166015626,2.9091333685980905,34.88425075627093,507.778887909979,2.178037506729011,154.25,163.828125
2024-01-17,9.75,0.8406408013237847,168.0,170.21875,195.0,9.7384296875,0.839217529296875,4.92868017578125,0.3333333333333333,11.604178115368,14.786040527343749,5.170551451682646,4.057881478753037,33.93008635146848,262.8455405556495,0.6855711389436691,34.15886010742187,3.1666666666666665,34.60758053686975,721.9960545577339,2.444677041392239,159.25,164.8046875
2024-01-19,7.150330078125,0.7619925265842014,144.0,168.671875,153.0,7.1502900390625,0.760584716796875,7.1502900390625,0.7619925265842014,9.401043540784276,9.383674760059975,6.382270195824934,6.394083505044298,30.097087378640776,61.88657690880227,0.5326549700394417,37.63266015625,3.559217529296875,32.37766324128628,765.6904842841018,2.702940872669734,157.0,170.6328125
2024-01-22,15.1134599609375,1.5442464192708334,154.0,168.328125,197.0,15.0797001953125,1.5379824490017362,15.1130595703125,1.5442464192708334,9.8048584397698,9.786689081298714,6.119415223439848,6.130776149275387,28.321610843097023,441.55130571002235,1.1544366435325648,39.17525,3.796265597873264,31.25293214736243,873.3345150155446,2.8864971877739007,157.25,171.0234375
2024-01-30,5.08581005859375,0.4819488864474826,145.0,166.578125,155.0,5.085740234375,0.48191470675998266,5.085740234375,0.4819488864474826,10.553195748201041,10.552447318351025,5.685481576538363,5.685884817985132,37.296345643626395,31.015995495993245,0.33923586667419897,5.08581005859375,0.4819488864474826,37.296345643626395,31.015995495993245,0.33923586667419897,145.0,166.578125
2024-02-04,6.0001201171875,0.6080880398220486,142.0,159.71875,158.0,5.74710986328125,0.5580694580078125,6.000080078125,0.6080880398220486,10.298198155830265,9.867123977443905,5.82626194331203,6.0807992417201895,37.07315700897333,40.663480257453855,0.41916748376082963,11.08593017578125,1.0900369262695313,37.18475132629986,71.6794757534471,0.7584033504350286,143.5,163.1484375
2024-02-07,5.031830078125,0.4785936143663194,155.0,165.296875,206.0,5.0317099609375,0.47774112277560765,5.03181982421875,0.4785936143663194,10.53229399994705,10.513762977972695,5.696764636488655,5.7068054630588065,32.838935919654986,38.37011319867903,0.3601068457610656,11.0319501953125,1.0866816541883682,34.956046464314156,79.03359345613288,0.7792743295218952,148.5,162.5078125
2024-02-14,5.0925400390625,0.45642415364583333,155.0,168.828125,166.0,5.09247998046875,0.45586473253038196,5.09247998046875,0.45642415364583333,11.171033021575875,11.157341126211099,5.371034163457868,5.377625307076659,36.67908143523763,39.42303889537323,0.3434259408500202,10.1243701171875,0.9350177680121528,34.7590086774463,77.79315209405226,0.7035327866110859,155.0,167.0625
2024-02-19,4.8765,0.43422000461154514,165.0,166.75,182.0,4.8764599609375,0.4333675130208333,4.8764599609375,0.43422000461154514,11.25248158761516,11.23038991559129,5.3321571364345015,5.34264619937205,33.08176511345049,45.026060156495824,0.3477975765092473,9.9690400390625,0.8906441582573785,34.880423274344054,84.44909905186906,0.6912235173592676,160.0,167.7890625
2024-02-21,5.09072998046875,0.4370802815755208,148.0,168.703125,155.0,5.09068017578125,0.43706556532118057,5.09068017578125,0.4370802815755208,11.64740620103606,11.647014039231275,5.151361510399017,5.15153495976726,42.011571761083744,33.36961543577039,0.31401884307367517,15.05977001953125,1.3277244398328993,37.25747276992395,117.81871448763945,1.0052423604329428,156.0,168.09375
2024-02-25,6.92639013671875,0.5773633490668403,154.0,168.890625,178.0,6.92627001953125,0.5767877875434028,6.92627001953125,0.5773633490668403,12.008350677865305,11.996379802642112,4.996522970518884,5.001508870766617,41.47435582726512,76.73976082972777,0.43162114444802624,16.8936201171875,1.4486636352539062,38.85589756726645,155.13543642199397,1.0934375640309488,155.66666666666666,168.11458333333334
